Dia_diem,Nam,Thang,Ngay,T,U,R,Sh
Nha Trang,2023,2,6,25.2,80.0,0.0,9.4
Nha Trang,2023,2,7,25.2,83.0,0.0,7.9
Nha Trang,2023,2,8,26.2,83.0,0.0,6.2
Nha Trang,2023,2,9,26.1,84.0,0.0,7.5
Nha Trang,2023,2,10,25.9,81.0,0.0,9.2
Nha Trang,2023,2,11,25.7,83.0,0.0,9.4
Nha Trang,2023,2,12,26.1,83.0,0.0,9.4
Nha Trang,2023,2,13,26.3,83.0,0.0,9.2
Nha Trang,2023,2,14,26.1,86.0,0.0,9.2
Nha Trang,2023,2,15,26.9,77.0,0.0,7.9
Nha Trang,2023,2,16,26.4,73.0,3.7,8.7
Nha Trang,2023,2,17,23.9,86.0,1.6,0.1
Nha Trang,2023,2,18,24.6,83.0,0.2,1.0
Nha Trang,2023,2,19,25.4,75.0,0.0,3.6
Nha Trang,2023,2,20,24.8,68.0,0.0,1.8
Nha Trang,2023,2,21,24.4,73.0,0.0,2.7
Nha Trang,2023,2,22,24.4,78.0,1.7,0.3
Nha Trang,2023,2,23,24.3,76.0,0.0,9.2
Nha Trang,2023,2,24,24.0,72.0,0.0,9.4
Nha Trang,2023,2,25,25.2,68.0,0.0,8.1
Nha Trang,2023,2,26,25.0,72.0,0.0,2.9
Nha Trang,2023,2,27,23.7,82.0,1.5,0.1
Nha Trang,2023,2,28,24.0,86.0,2.4,0.0
Nha Trang,2023,3,1,24.7,76.0,0.0,6.0
Nha Trang,2023,3,2,24.5,75.0,0.7,3.5
Nha Trang,2023,3,3,24.1,68.0,0.0,7.1
Nha Trang,2023,3,4,25.0,72.0,0.0,7.4
Nha Trang,2023,3,5,24.5,68.0,0.0,7.4
Nha Trang,2023,3,6,24.2,67.0,0.0,7.8
Nha Trang,2023,3,7,24.5,70.0,0.0,8.8
Nha Trang,2023,3,8,24.0,70.0,0.0,9.1
Nha Trang,2023,3,9,23.9,70.0,0.0,8.7
Nha Trang,2023,3,10,24.4,75.0,0.0,8.0
Nha Trang,2023,3,11,24.3,80.0,0.0,8.2
Nha Trang,2023,3,12,25.0,74.0,0.0,9.5
Nha Trang,2023,3,13,25.5,75.0,0.7,8.0
Nha Trang,2023,3,14,25.1,74.0,0.5,7.8
Nha Trang,2023,3,15,24.5,78.0,0.0,10.2
Nha Trang,2023,3,16,24.9,81.0,0.4,4.0
Nha Trang,2023,3,17,25.1,82.0,0.0,10.5
Nha Trang,2023,3,18,25.4,81.0,0.0,7.3
Nha Trang,2023,3,19,26.3,82.0,0.0,6.8
Nha Trang,2023,3,20,26.7,84.0,0.0,9.8
Nha Trang,2023,3,21,26.2,86.0,0.0,10.0
Nha Trang,2023,3,22,27.2,84.0,0.0,8.9
Nha Trang,2023,3,23,27.5,82.0,0.0,9.0
Nha Trang,2023,3,24,26.9,85.0,0.0,9.6
Nha Trang,2023,3,25,26.9,84.0,0.0,10.4
Nha Trang,2023,3,26,26.5,83.0,0.0,10.2
Nha Trang,2023,3,27,27.7,80.0,0.0,10.7
Nha Trang,2023,3,28,27.7,84.0,0.3,7.3
Nha Trang,2023,3,29,27.1,81.0,0.0,10.2
Nha Trang,2023,3,30,27.1,82.0,0.0,9.9
Nha Trang,2023,3,31,27.8,77.0,0.0,10.1
Nha Trang,2023,4,1,27.4,77.0,0.0,9.4
Nha Trang,2023,4,2,27.3,78.0,0.0,10.4
Nha Trang,2023,4,3,28.2,83.0,0.0,9.7
Nha Trang,2023,4,4,28.1,82.0,0.0,10.3
Nha Trang,2023,4,5,28.4,80.0,0.0,9.9
Nha Trang,2023,4,6,28.3,84.0,0.0,9.9
Nha Trang,2023,4,7,28.9,80.0,0.0,10.2
Nha Trang,2023,4,8,28.1,81.0,0.0,9.8
Nha Trang,2023,4,9,28.4,73.0,0.0,5.7
Nha Trang,2023,4,10,28.2,75.0,0.0,6.2
Nha Trang,2023,4,11,28.2,78.0,0.0,7.2
Nha Trang,2023,4,12,27.9,82.0,0.0,6.9
Nha Trang,2023,4,13,28.8,79.0,0.0,8.8
Nha Trang,2023,4,14,29.0,82.0,0.0,3.3
Nha Trang,2023,4,15,29.2,84.0,0.0,5.8
Nha Trang,2023,4,16,28.8,86.0,0.2,5.1
Nha Trang,2023,4,17,28.6,77.0,0.0,8.0
Nha Trang,2023,4,18,28.3,78.0,0.0,9.8
Nha Trang,2023,4,19,28.4,77.0,0.0,8.2
Nha Trang,2023,4,20,29.1,82.0,0.0,8.7
Nha Trang,2023,4,21,29.3,84.0,0.0,8.2
Nha Trang,2023,4,22,28.9,78.0,0.0,8.4
Nha Trang,2023,4,23,29.0,81.0,0.0,10.4
Nha Trang,2023,4,24,28.6,77.0,0.0,10.7
Nha Trang,2023,4,25,28.6,77.0,0.0,10.2
Nha Trang,2023,4,26,28.9,72.0,0.0,8.4
Nha Trang,2023,4,27,29.0,77.0,0.0,8.3
Nha Trang,2023,4,28,29.2,76.0,0.0,10.3
Nha Trang,2023,4,29,28.9,79.0,0.0,9.9
Nha Trang,2023,4,30,29.1,78.0,0.5,8.1
Nha Trang,2023,5,1,28.8,76.0,0.0,9.8
Nha Trang,2023,5,2,28.8,74.0,0.0,10.2
Nha Trang,2023,5,3,28.9,82.0,1.0,8.0
Nha Trang,2023,5,4,29.9,75.0,0.0,11.3
Nha Trang,2023,5,5,29.7,78.0,0.0,10.3
Nha Trang,2023,5,6,30.5,77.0,0.0,10.5
Nha Trang,2023,5,7,31.5,73.0,0.0,9.7
Nha Trang,2023,5,8,29.4,79.0,102.3,3.7
Nha Trang,2023,5,9,28.0,82.0,0.9,5.1
Nha Trang,2023,5,10,27.9,85.0,22.5,7.4
Nha Trang,2023,5,11,28.7,84.0,0.0,10.0
Nha Trang,2023,5,12,29.3,78.0,8.3,10.5
Nha Trang,2023,5,13,29.4,78.0,3.2,10.4
Nha Trang,2023,5,14,29.0,78.0,0.1,9.4
Nha Trang,2023,5,15,29.5,76.0,0.0,9.0
Nha Trang,2023,5,16,29.2,75.0,0.0,9.3
Nha Trang,2023,5,17,29.1,75.0,0.0,9.7
Nha Trang,2023,5,18,29.8,70.0,0.0,9.4
Nha Trang,2023,5,19,29.9,75.0,0.0,9.6
Nha Trang,2023,5,20,30.1,77.0,0.0,9.0
Nha Trang,2023,5,21,29.4,76.0,0.0,9.5
Nha Trang,2023,5,22,29.8,71.0,0.0,9.9
Nha Trang,2023,5,23,30.2,72.0,0.0,9.7
Nha Trang,2023,5,24,30.3,70.0,2.1,8.5
Nha Trang,2023,5,25,28.0,82.0,3.5,6.9
Nha Trang,2023,5,26,28.1,78.0,0.0,9.1
Nha Trang,2023,5,27,28.8,77.0,0.0,5.0
Nha Trang,2023,5,28,28.4,80.0,0.0,9.8
Nha Trang,2023,5,29,28.5,82.0,2.4,8.4
Nha Trang,2023,5,30,29.2,80.0,0.0,7.2
Nha Trang,2023,5,31,29.3,80.0,16.0,8.7
Nha Trang,2023,6,1,29.7,76.0,0.0,9.4
Nha Trang,2023,6,2,30.2,77.0,0.0,9.5
Nha Trang,2023,6,3,30.7,76.0,0.0,9.3
Nha Trang,2023,6,4,29.4,82.0,23.2,3.2
Nha Trang,2023,6,5,28.5,80.0,0.0,6.8
Nha Trang,2023,6,6,28.8,81.0,16.7,7.4
Nha Trang,2023,6,7,28.5,86.0,0.0,8.0
Nha Trang,2023,6,8,29.6,78.0,0.0,7.0
Nha Trang,2023,6,9,29.9,76.0,0.0,4.0
Nha Trang,2023,6,10,28.9,77.0,7.4,3.0
Nha Trang,2023,6,11,29.3,82.0,0.0,6.2
Nha Trang,2023,6,12,30.5,74.0,0.0,6.0
Nha Trang,2023,6,13,30.5,75.0,0.0,8.4
Nha Trang,2023,6,14,30.3,76.0,0.0,7.9
Nha Trang,2023,6,15,30.4,74.0,0.0,6.9
Nha Trang,2023,6,16,29.8,76.0,0.0,7.7
Nha Trang,2023,6,17,29.2,77.0,0.0,9.4
Nha Trang,2023,6,18,29.1,76.0,0.0,8.8
Nha Trang,2023,6,19,29.5,75.0,0.0,9.8
Nha Trang,2023,6,20,29.6,78.0,0.0,9.7
Nha Trang,2023,6,21,30.2,76.0,0.0,9.3
Nha Trang,2023,6,22,29.8,72.0,0.0,9.3
Nha Trang,2023,6,23,28.7,79.0,0.0,9.6
Nha Trang,2023,6,24,28.7,80.0,0.0,9.2
Nha Trang,2023,6,25,29.8,76.0,0.0,9.5
Nha Trang,2023,6,26,29.3,76.0,0.0,9.9
Nha Trang,2023,6,27,29.0,82.0,0.0,9.8
Nha Trang,2023,6,28,29.0,83.0,0.0,9.8
Nha Trang,2023,6,29,28.8,81.0,16.5,7.4
Nha Trang,2023,6,30,28.3,82.0,9.3,6.9
Nha Trang,2023,7,1,28.8,81.0,0.2,6.4
Nha Trang,2023,7,2,29.3,81.0,0.0,8.1
Nha Trang,2023,7,3,29.1,80.0,0.0,8.7
Nha Trang,2023,7,4,28.5,82.0,0.0,8.5
Nha Trang,2023,7,5,28.4,83.0,0.0,8.8
Nha Trang,2023,7,6,28.9,82.0,0.0,9.9
Nha Trang,2023,7,7,28.7,81.0,0.0,9.9
Nha Trang,2023,7,8,29.1,77.0,0.0,10.0
Nha Trang,2023,7,9,28.1,79.0,2.5,9.3
Nha Trang,2023,7,10,27.8,83.0,0.0,9.1
Nha Trang,2023,7,11,29.3,78.0,8.7,9.8
Nha Trang,2023,7,12,29.0,78.0,0.0,9.8
Nha Trang,2023,7,13,30.0,72.0,0.0,9.8
Nha Trang,2023,7,14,30.4,68.0,0.0,7.1
Nha Trang,2023,7,15,31.7,63.0,0.0,4.5
Nha Trang,2023,7,16,30.5,68.0,0.0,1.2
Nha Trang,2023,7,17,30.1,76.0,0.0,3.7
Nha Trang,2023,7,18,30.2,73.0,0.0,5.8
Nha Trang,2023,7,19,30.1,75.0,0.0,5.8
Nha Trang,2023,7,20,30.3,72.0,0.0,8.2
Nha Trang,2023,7,21,29.5,82.0,0.0,8.7
Nha Trang,2023,7,22,28.4,84.0,1.4,0.3
Nha Trang,2023,7,23,28.3,84.0,13.0,4.1
Nha Trang,2023,7,24,27.0,86.0,26.2,6.5
Nha Trang,2023,7,25,28.1,84.0,0.7,7.6
Nha Trang,2023,7,26,28.2,82.0,0.0,6.7
Nha Trang,2023,7,27,29.4,74.0,0.9,4.8
Nha Trang,2023,7,28,29.0,79.0,0.0,1.7
Nha Trang,2023,7,29,29.5,77.0,2.4,7.9
Nha Trang,2023,7,30,29.5,79.0,0.0,4.3
Nha Trang,2023,7,31,29.5,74.0,0.0,3.0
Nha Trang,2023,8,1,30.0,68.0,0.0,3.4
Nha Trang,2023,8,2,29.4,74.0,0.0,1.4
Nha Trang,2023,8,3,29.9,75.0,0.0,8.9
Nha Trang,2023,8,4,30.5,74.0,0.0,9.3
Nha Trang,2023,8,5,30.0,78.0,0.0,10.8
Nha Trang,2023,8,6,29.3,78.0,0.0,11.2
Nha Trang,2023,8,7,30.2,77.0,0.0,11.0
Nha Trang,2023,8,8,30.3,72.0,0.0,11.1
Nha Trang,2023,8,9,29.9,76.0,0.0,11.2
Nha Trang,2023,8,10,30.1,74.0,0.0,11.0
Nha Trang,2023,8,11,30.4,78.0,0.0,11.1
Nha Trang,2023,8,12,30.7,78.0,0.0,10.9
Nha Trang,2023,8,13,30.8,70.0,0.0,10.0
Nha Trang,2023,8,14,30.4,71.0,0.4,8.6
Nha Trang,2023,8,15,29.5,78.0,0.0,9.8
Nha Trang,2023,8,16,29.5,79.0,0.0,10.3
Nha Trang,2023,8,17,30.2,72.0,0.0,10.5
Nha Trang,2023,8,18,29.5,74.0,0.0,10.6
Nha Trang,2023,8,19,29.7,72.0,0.0,9.5
Nha Trang,2023,8,20,29.2,75.0,0.0,3.4
Nha Trang,2023,8,21,28.5,79.0,7.0,6.7
Nha Trang,2023,8,22,28.7,81.0,0.0,10.7
Nha Trang,2023,8,23,29.7,78.0,0.0,10.8
Nha Trang,2023,8,24,29.9,75.0,0.0,10.8
Nha Trang,2023,8,25,30.5,69.0,0.0,10.1
Nha Trang,2023,8,26,29.7,68.0,0.0,10.3
Nha Trang,2023,8,27,29.8,71.0,0.0,10.4
Nha Trang,2023,8,28,30.8,66.0,0.0,10.2
Nha Trang,2023,8,29,30.1,75.0,6.1,6.5
Nha Trang,2023,8,30,29.3,78.0,4.9,7.7
Nha Trang,2023,8,31,28.4,84.0,10.6,3.1
Nha Trang,2023,9,1,28.4,82.0,0.0,5.0
Nha Trang,2023,9,2,28.4,83.0,10.4,7.1
Nha Trang,2023,9,3,28.8,82.0,13.8,7.5
Nha Trang,2023,9,4,29.0,86.0,0.2,7.1
Nha Trang,2023,9,5,29.5,82.0,2.9,7.7
Nha Trang,2023,9,6,29.5,82.0,0.0,8.4
Nha Trang,2023,9,7,29.4,78.0,0.0,9.1
Nha Trang,2023,9,8,28.6,78.0,0.3,9.3
Nha Trang,2023,9,9,28.0,80.0,0.0,8.5
Nha Trang,2023,9,10,29.3,74.0,0.0,6.7
Nha Trang,2023,9,11,29.6,75.0,0.0,9.0
Nha Trang,2023,9,12,30.0,72.0,0.2,10.1
Nha Trang,2023,9,13,30.4,62.0,0.0,5.0
Nha Trang,2023,9,14,30.7,68.0,0.0,6.9
Nha Trang,2023,9,15,30.3,70.0,0.0,7.6
Nha Trang,2023,9,16,28.9,78.0,0.2,5.7
Nha Trang,2023,9,17,29.1,79.0,0.0,8.5
Nha Trang,2023,9,18,29.7,78.0,0.3,9.6
Nha Trang,2023,9,19,29.6,78.0,1.3,9.1
Nha Trang,2023,9,20,29.7,76.0,0.1,10.4
Nha Trang,2023,9,21,29.0,83.0,20.2,9.0
Nha Trang,2023,9,22,29.1,78.0,0.2,9.7
Nha Trang,2023,9,23,29.5,76.0,0.6,6.4
Nha Trang,2023,9,24,27.7,82.0,22.6,0.0
Nha Trang,2023,9,25,27.6,88.0,3.6,0.4
Nha Trang,2023,9,26,28.1,83.0,1.5,7.7
Nha Trang,2023,9,27,28.1,86.0,20.9,6.5
Nha Trang,2023,9,28,28.6,76.0,0.0,6.8
Nha Trang,2023,9,29,29.2,73.0,66.6,9.1
Nha Trang,2023,9,30,27.9,85.0,2.1,7.8
Nha Trang,2023,10,1,27.8,82.0,0.8,2.7
Nha Trang,2023,10,2,26.1,93.0,19.5,0.1
Nha Trang,2023,10,3,27.8,86.0,0.0,8.6
Nha Trang,2023,10,4,29.0,83.0,0.0,9.6
Nha Trang,2023,10,5,28.5,80.0,0.0,8.1
Nha Trang,2023,10,6,27.9,82.0,0.1,2.0
Nha Trang,2023,10,7,28.6,82.0,6.7,5.5
Nha Trang,2023,10,8,28.5,80.0,5.1,7.5
Nha Trang,2023,10,9,29.4,80.0,0.4,7.9
Nha Trang,2023,10,10,29.2,76.0,0.3,7.2
Nha Trang,2023,10,11,29.4,78.0,0.0,9.1
Nha Trang,2023,10,12,29.3,75.0,0.0,9.3
Nha Trang,2023,10,13,28.1,78.0,0.0,3.6
Nha Trang,2023,10,14,27.9,85.0,16.8,4.7
Nha Trang,2023,10,15,26.8,88.0,21.0,5.3
Nha Trang,2023,10,16,26.8,85.0,1.5,1.1
Nha Trang,2023,10,17,27.3,86.0,8.8,6.0
Nha Trang,2023,10,18,27.8,84.0,0.5,8.0
Nha Trang,2023,10,19,27.9,82.0,0.0,8.8
Nha Trang,2023,10,20,28.4,84.0,0.2,9.6
Nha Trang,2023,10,21,26.3,92.0,21.2,0.0
Nha Trang,2023,10,22,27.7,77.0,0.2,4.7
Nha Trang,2023,10,23,27.7,83.0,4.4,8.3
Nha Trang,2023,10,24,27.6,82.0,0.0,9.5
Nha Trang,2023,10,25,28.1,82.0,3.2,9.0
Nha Trang,2023,10,26,27.7,84.0,0.0,8.2
Nha Trang,2023,10,27,28.1,80.0,0.0,9.7
Nha Trang,2023,10,28,28.6,78.0,0.0,9.9
Nha Trang,2023,10,29,28.9,77.0,0.0,9.0
Nha Trang,2023,10,30,28.4,78.0,1.4,2.3
Nha Trang,2023,10,31,27.7,75.0,0.0,7.6
Nha Trang,2023,11,1,28.5,78.0,0.9,7.6
Nha Trang,2023,11,2,28.3,78.0,0.0,5.5
Nha Trang,2023,11,3,27.6,84.0,3.5,1.0
Nha Trang,2023,11,4,28.1,76.0,0.0,3.3
Nha Trang,2023,11,5,28.1,80.0,0.0,9.5
Nha Trang,2023,11,6,27.0,84.0,9.5,4.3
Nha Trang,2023,11,7,27.7,75.0,0.9,5.9
Nha Trang,2023,11,8,28.1,78.0,0.0,6.7
Nha Trang,2023,11,9,28.5,80.0,0.3,7.2
Nha Trang,2023,11,10,27.6,86.0,3.5,0.5
Nha Trang,2023,11,11,28.3,81.0,0.2,9.3
Nha Trang,2023,11,12,28.1,74.0,0.4,4.5
Nha Trang,2023,11,13,27.0,85.0,43.4,0.5
Nha Trang,2023,11,14,25.7,92.0,84.3,0.0
Nha Trang,2023,11,15,25.6,93.0,84.9,0.0
Nha Trang,2023,11,16,25.8,86.0,10.1,0.0
Nha Trang,2023,11,17,26.6,77.0,17.2,1.5
Nha Trang,2023,11,18,26.2,64.0,0.0,1.6
Nha Trang,2023,11,19,25.6,69.0,0.0,0.2
Nha Trang,2023,11,20,26.4,70.0,0.0,6.3
Nha Trang,2023,11,21,27.2,66.0,0.0,8.8
Nha Trang,2023,11,22,26.7,72.0,0.0,3.9
Nha Trang,2023,11,23,27.2,74.0,0.2,2.4
Nha Trang,2023,11,24,25.9,79.0,2.4,0.0
Nha Trang,2023,11,25,25.3,81.0,2.4,0.0
Nha Trang,2023,11,26,27.3,83.0,2.6,0.3
Nha Trang,2023,11,27,27.1,73.0,0.0,4.7
Nha Trang,2023,11,28,25.8,72.0,0.0,0.2
Nha Trang,2023,11,29,27.2,84.0,3.8,3.2
Nha Trang,2023,11,30,27.2,91.0,3.5,0.0
Nha Trang,2023,12,1,27.9,82.0,0.0,2.8
Nha Trang,2023,12,2,27.5,79.0,6.9,0.0
Nha Trang,2023,12,3,24.7,90.0,50.3,0.0
Nha Trang,2023,12,4,26.6,81.0,6.5,4.2
Nha Trang,2023,12,5,26.3,82.0,2.3,1.0
Nha Trang,2023,12,6,26.4,83.0,0.9,0.5
Nha Trang,2023,12,7,27.2,72.0,0.0,4.5
Nha Trang,2023,12,8,26.3,80.0,1.0,3.1
Nha Trang,2023,12,9,26.1,80.0,0.0,7.4
Nha Trang,2023,12,10,26.4,82.0,0.0,7.8
Nha Trang,2023,12,11,26.7,80.0,0.0,9.3
Nha Trang,2023,12,12,26.9,75.0,0.0,6.3
Nha Trang,2023,12,13,27.4,75.0,0.5,7.2
Nha Trang,2023,12,14,28.0,78.0,0.0,7.6
Nha Trang,2023,12,15,27.8,78.0,0.0,7.5
Nha Trang,2023,12,16,27.7,76.0,0.0,9.3
Nha Trang,2023,12,17,27.4,82.0,26.4,7.5
Nha Trang,2023,12,18,26.7,84.0,17.3,2.6
Nha Trang,2023,12,19,27.5,70.0,0.0,1.8
Nha Trang,2023,12,20,25.5,84.0,38.5,0.0
Nha Trang,2023,12,21,26.2,75.0,1.1,0.1
Nha Trang,2023,12,22,24.4,85.0,5.1,0.2
Nha Trang,2023,12,23,24.3,80.0,1.8,0.0
Nha Trang,2023,12,24,23.8,88.0,11.8,0.0
Nha Trang,2023,12,25,24.1,72.0,0.4,0.4
Nha Trang,2023,12,26,25.2,66.0,0.0,3.0
Nha Trang,2023,12,27,25.4,76.0,0.0,0.0
Nha Trang,2023,12,28,25.9,80.0,2.2,0.2
Nha Trang,2023,12,29,27.0,77.0,0.0,5.4
Nha Trang,2023,12,30,27.0,77.0,0.0,6.8
Nha Trang,2023,12,31,26.4,74.0,0.0,8.7
Nha Trang,2024,1,1,26.8,69.0,0.0,7.5
Nha Trang,2024,1,2,26.4,79.0,2.2,4.3
Nha Trang,2024,1,3,25.6,71.0,0.0,7.6
Nha Trang,2024,1,4,25.3,66.0,0.0,7.8
Nha Trang,2024,1,5,24.9,70.0,0.0,8.8
Nha Trang,2024,1,6,25.4,74.0,0.0,1.7
Nha Trang,2024,1,7,25.7,75.0,0.0,6.6
Nha Trang,2024,1,8,25.1,76.0,0.0,4.1
Nha Trang,2024,1,9,25.0,82.0,0.0,7.6
Nha Trang,2024,1,10,26.4,74.0,0.0,4.5
Nha Trang,2024,1,11,25.7,76.0,1.6,8.1
Nha Trang,2024,1,12,25.0,71.0,0.0,9.0
Nha Trang,2024,1,13,25.3,70.0,0.0,8.6
Nha Trang,2024,1,14,25.2,69.0,0.0,7.8
Nha Trang,2024,1,15,25.3,69.0,0.0,2.1
Nha Trang,2024,1,16,26.0,68.0,0.0,3.0
Nha Trang,2024,1,17,24.7,80.0,0.0,1.0
Nha Trang,2024,1,18,25.6,80.0,0.0,8.1
Nha Trang,2024,1,19,25.3,79.0,0.0,8.3
Nha Trang,2024,1,20,24.9,80.0,0.0,6.7
Nha Trang,2024,1,21,25.0,74.0,0.0,8.5
Nha Trang,2024,1,22,25.4,73.0,0.0,7.0
Nha Trang,2024,1,23,25.4,73.0,0.6,7.7
Nha Trang,2024,1,24,24.4,83.0,40.6,1.7
Nha Trang,2024,1,25,25.1,70.0,0.4,5.1
Nha Trang,2024,1,26,25.0,71.0,0.1,6.1
Nha Trang,2024,1,27,25.0,67.0,0.0,7.2
Nha Trang,2024,1,28,24.9,68.0,0.0,6.8
Nha Trang,2024,1,29,25.7,72.0,0.0,5.0
Nha Trang,2024,1,30,24.9,78.0,0.0,2.4
Nha Trang,2024,1,31,25.0,80.0,0.0,8.2
Nha Trang,2024,2,1,25.1,84.0,0.0,9.4
Nha Trang,2024,2,2,24.7,88.0,0.0,9.4
Nha Trang,2024,2,3,25.3,82.0,0.0,9.5
Nha Trang,2024,2,4,25.4,82.0,0.0,6.8
Nha Trang,2024,2,5,25.8,88.0,0.0,9.1
Nha Trang,2024,2,6,26.1,82.0,0.0,9.1
Nha Trang,2024,2,7,26.3,82.0,0.0,7.7
Nha Trang,2024,2,8,25.9,87.0,0.0,9.1
Nha Trang,2024,2,9,26.2,82.0,2.7,7.6
Nha Trang,2024,2,10,25.7,72.0,0.2,2.1
Nha Trang,2024,2,11,24.9,74.0,0.0,4.4
Nha Trang,2024,2,12,25.1,69.0,0.0,5.2
Nha Trang,2024,2,13,25.1,69.0,0.0,3.7
Nha Trang,2024,2,14,25.3,81.0,0.0,3.0
Nha Trang,2024,2,15,26.0,77.0,0.0,5.7
Nha Trang,2024,2,16,26.2,72.0,0.0,9.1
Nha Trang,2024,2,17,25.2,77.0,0.0,9.5
Nha Trang,2024,2,18,25.7,83.0,0.0,9.2
Nha Trang,2024,2,19,26.8,81.0,0.0,9.1
Nha Trang,2024,2,20,27.1,80.0,0.0,9.2
Nha Trang,2024,2,21,27.0,80.0,0.0,7.5
Nha Trang,2024,2,22,27.3,77.0,0.0,9.3
Nha Trang,2024,2,23,27.0,81.0,0.0,9.0
Nha Trang,2024,2,24,27.2,77.0,0.0,8.1
Nha Trang,2024,2,25,26.7,67.0,0.0,7.2
Nha Trang,2024,2,26,26.2,67.0,0.0,0.5
Nha Trang,2024,2,27,26.4,79.0,13.9,1.4
Nha Trang,2024,2,28,26.7,78.0,0.0,8.6
Nha Trang,2024,2,29,26.6,73.0,0.0,7.7
Nha Trang,2024,3,1,26.7,74.0,0.0,8.8
Nha Trang,2024,3,2,26.9,67.0,0.0,5.0
Nha Trang,2024,3,3,26.3,70.0,0.0,6.6
Nha Trang,2024,3,4,26.7,75.0,0.0,9.3
Nha Trang,2024,3,5,25.9,83.0,0.0,8.9
Nha Trang,2024,3,6,26.6,87.0,0.0,8.8
Nha Trang,2024,3,7,27.2,83.0,0.0,5.5
Nha Trang,2024,3,8,27.1,74.0,0.0,7.8
Nha Trang,2024,3,9,26.7,76.0,0.0,6.9
Nha Trang,2024,3,10,27.0,78.0,0.0,8.0
Nha Trang,2024,3,11,26.8,78.0,0.0,2.9
Nha Trang,2024,3,12,27.3,76.0,0.0,8.0
Nha Trang,2024,3,13,26.7,76.0,0.0,7.8
Nha Trang,2024,3,14,27.0,79.0,0.0,9.6
Nha Trang,2024,3,15,26.7,78.0,0.0,9.9
Nha Trang,2024,3,16,27.5,80.0,0.0,9.8
Nha Trang,2024,3,17,27.2,78.0,0.0,10.0
Nha Trang,2024,3,18,27.1,75.0,0.0,9.9
Nha Trang,2024,3,19,26.7,76.0,0.0,9.7
Nha Trang,2024,3,20,27.9,74.0,1.4,8.8
Nha Trang,2024,3,21,26.8,78.0,1.1,8.3
Nha Trang,2024,3,22,26.6,78.0,0.0,10.0
Nha Trang,2024,3,23,27.1,76.0,0.0,10.0
Nha Trang,2024,3,24,28.0,80.0,0.0,10.0
Nha Trang,2024,3,25,28.3,82.0,0.0,10.2
Nha Trang,2024,3,26,27.6,82.0,0.0,9.8
Nha Trang,2024,3,27,27.9,79.0,0.4,9.9
Nha Trang,2024,3,28,28.7,76.0,0.0,8.2
Nha Trang,2024,3,29,28.1,82.0,0.0,8.7
Nha Trang,2024,3,30,28.9,75.0,0.0,9.0
Nha Trang,2024,3,31,28.5,80.0,0.0,7.3
Nha Trang,2024,4,1,29.0,79.0,0.0,7.0
Nha Trang,2024,4,2,29.1,74.0,0.0,7.5
Nha Trang,2024,4,3,29.0,79.0,0.0,8.6
Nha Trang,2024,4,4,29.3,78.0,0.0,8.3
Nha Trang,2024,4,5,28.9,74.0,0.0,10.2
Nha Trang,2024,4,6,28.8,70.0,0.0,10.3
Nha Trang,2024,4,7,28.5,79.0,0.0,10.3
Nha Trang,2024,4,8,29.1,76.0,0.0,9.7
