Dia_diem,Nam,Thang,Ngay,T,U,R,Sh
Da Nang,2023,3,30,25.6,81,0,3.3
Da Nang,2023,3,31,26.6,80,0,5.1
Da Nang,2023,4,1,27.6,83,0,6.3
Da Nang,2023,4,2,27.4,81,0,5.1
Da Nang,2023,4,3,27,81,0,8.6
Da Nang,2023,4,4,27.4,77,0,9.4
Da Nang,2023,4,5,28.8,79,0,8.8
Da Nang,2023,4,6,28.4,79,0,4.5
Da Nang,2023,4,7,27.3,86,0,3.1
Da Nang,2023,4,8,27.1,83,0,7.7
Da Nang,2023,4,9,25.8,77,0,7.4
Da Nang,2023,4,10,26.2,83,0,4.1
Da Nang,2023,4,11,27.3,83,0,6.7
Da Nang,2023,4,12,27.4,88,0,0
Da Nang,2023,4,13,27.5,87,0,1.7
Da Nang,2023,4,14,28.1,85,0,3.2
Da Nang,2023,4,15,27.5,88,2.2,0
Da Nang,2023,4,16,27.1,85,0.2,1
Da Nang,2023,4,17,27.9,83,0,3.5
Da Nang,2023,4,18,28.8,81,0,8.9
Da Nang,2023,4,19,30,76,0,9.7
Da Nang,2023,4,20,31.6,68,0,8.8
Da Nang,2023,4,21,31.4,67,15.7,8.6
Da Nang,2023,4,22,27.9,78,0,9.8
Da Nang,2023,4,23,28.2,82,5.5,6.4
Da Nang,2023,4,24,27.2,80,0,10.3
Da Nang,2023,4,25,28.3,79,0,8.2
Da Nang,2023,4,26,28.3,76,0,3.7
Da Nang,2023,4,27,27.8,78,0,9.5
Da Nang,2023,4,28,28.4,79,0,8.2
Da Nang,2023,4,29,28.2,80,0,8.7
Da Nang,2023,4,30,27.6,80,0.6,4.3
Da Nang,2023,5,1,27.3,76,0,9.4
Da Nang,2023,5,2,28,78,0,10.9
Da Nang,2023,5,3,28.9,80,0,10.8
Da Nang,2023,5,4,29.5,78,0,10
Da Nang,2023,5,5,29.7,78,0,9.9
Da Nang,2023,5,6,30.2,79,0,10.4
Da Nang,2023,5,7,30.8,78,0,8.6
Da Nang,2023,5,8,30.1,64,0,2
Da Nang,2023,5,9,28.6,76,0,5.5
Da Nang,2023,5,10,29.2,80,0,6
Da Nang,2023,5,11,28.5,85,13.9,7
Da Nang,2023,5,12,27.6,86,31.7,4.7
Da Nang,2023,5,13,26.8,85,0.5,5.3
Da Nang,2023,5,14,27.5,78,1.8,4.9
Da Nang,2023,5,15,27.7,82,0,6.4
Da Nang,2023,5,16,29.4,79,0,9.5
Da Nang,2023,5,17,31,71,0,10.2
Da Nang,2023,5,18,32.1,66,0,10.8
Da Nang,2023,5,19,31.8,68,0,10.3
Da Nang,2023,5,20,31,75,0,9.1
Da Nang,2023,5,21,29.9,76,0,10.9
Da Nang,2023,5,22,31.8,68,0,10.5
Da Nang,2023,5,23,31.3,69,0,10.6
Da Nang,2023,5,24,29.6,74,0.7,8.3
Da Nang,2023,5,25,29,78,0.2,8.4
Da Nang,2023,5,26,29,79,0,10.9
Da Nang,2023,5,27,29.2,80,0,11.4
Da Nang,2023,5,28,29.8,77,6.5,9.3
Da Nang,2023,5,29,29,81,5.6,7.9
Da Nang,2023,5,30,30.2,76,0,9.3
Da Nang,2023,5,31,30.2,74,0,9.7
Da Nang,2023,6,1,31,71,0,10.9
Da Nang,2023,6,2,31.2,66,0,11
Da Nang,2023,6,3,30.3,72,0,7.4
Da Nang,2023,6,4,30.2,76,0,10.2
Da Nang,2023,6,5,30.1,78,0,8.5
Da Nang,2023,6,6,28.5,82,3.7,0.5
Da Nang,2023,6,7,27.8,85,7.1,1.4
Da Nang,2023,6,8,29.1,81,0,3.2
Da Nang,2023,6,9,30.3,77,0,4.8
Da Nang,2023,6,10,30.5,78,3.2,6.7
Da Nang,2023,6,11,30.2,78,2.2,7.9
Da Nang,2023,6,12,30.8,74,0.9,7.7
Da Nang,2023,6,13,31.6,69,0,10.3
Da Nang,2023,6,14,31.9,68,0,3.9
Da Nang,2023,6,15,32.6,61,0,8.4
Da Nang,2023,6,16,30.3,74,50.9,9
Da Nang,2023,6,17,29.6,81,0,9
Da Nang,2023,6,18,29.9,81,36.2,10.2
Da Nang,2023,6,19,30,76,0,8.8
Da Nang,2023,6,20,30.5,74,0,11.4
Da Nang,2023,6,21,30.5,73,0,11
Da Nang,2023,6,22,30.9,74,0,11
Da Nang,2023,6,23,31.4,70,0,10.1
Da Nang,2023,6,24,30.7,74,0,8.7
Da Nang,2023,6,25,30,78,0,9.6
Da Nang,2023,6,26,29.2,80,0,10.2
Da Nang,2023,6,27,29,80,0,7.4
Da Nang,2023,6,28,30,78,0,11.3
Da Nang,2023,6,29,30.1,78,0,9.5
Da Nang,2023,6,30,30.4,76,6.4,8.7
Da Nang,2023,7,1,31.2,70,0,8.1
Da Nang,2023,7,2,30.5,71,5.9,7
Da Nang,2023,7,3,29.8,76,0,6.4
Da Nang,2023,7,4,29.7,77,0,8.2
Da Nang,2023,7,5,29.3,76,0,10.7
Da Nang,2023,7,6,28.7,78,0,10.5
Da Nang,2023,7,7,29.5,80,0,11.3
Da Nang,2023,7,8,29.8,78,0,11.3
Da Nang,2023,7,9,29.5,76,0,10.6
Da Nang,2023,7,10,29.4,74,0,10.2
Da Nang,2023,7,11,29.3,77,0,9.6
Da Nang,2023,7,12,30.1,74,0,9.4
Da Nang,2023,7,13,30,74,0,11.2
Da Nang,2023,7,14,31,72,0,10.7
Da Nang,2023,7,15,31.5,74,9.5,7.6
Da Nang,2023,7,16,30,80,15.5,4.6
Da Nang,2023,7,17,30.1,75,0,0.5
Da Nang,2023,7,18,31.3,68,0,3
Da Nang,2023,7,19,30.5,74,0,9.4
Da Nang,2023,7,20,29.7,80,0,10
Da Nang,2023,7,21,30.2,79,0,10.5
Da Nang,2023,7,22,29.6,80,2,6.9
Da Nang,2023,7,23,29.4,80,0,11
Da Nang,2023,7,24,29.6,76,0,10.7
Da Nang,2023,7,25,29.5,78,10.3,10.9
Da Nang,2023,7,26,29.5,77,0,11.1
Da Nang,2023,7,27,30.5,72,0,8.3
Da Nang,2023,7,28,31.1,72,6,8.7
Da Nang,2023,7,29,30,78,2.5,7.3
Da Nang,2023,7,30,28.8,85,42.2,6.2
Da Nang,2023,7,31,30.1,77,0,2
Da Nang,2023,8,1,29.1,81,0.1,0
Da Nang,2023,8,2,29,76,0.4,0.1
Da Nang,2023,8,3,30,73,0,1
Da Nang,2023,8,4,30.9,64,0.3,1.7
Da Nang,2023,8,5,32.2,60,0,9.6
Da Nang,2023,8,6,32.1,60,0,9.9
Da Nang,2023,8,7,32.5,56,0,9.5
Da Nang,2023,8,8,31.7,67,0,11.3
Da Nang,2023,8,9,32.2,64,0,10.9
Da Nang,2023,8,10,32.1,65,0,11.3
Da Nang,2023,8,11,32,67,0,10
Da Nang,2023,8,12,32,66,0,4.7
Da Nang,2023,8,13,32.5,62,0,9.8
Da Nang,2023,8,14,31.3,70,9.3,8
Da Nang,2023,8,15,30.7,73,0,10.1
Da Nang,2023,8,16,31.2,74,0,10.6
Da Nang,2023,8,17,31.3,72,0,10.8
Da Nang,2023,8,18,30.4,73,0,10.9
Da Nang,2023,8,19,31,74,0,11
Da Nang,2023,8,20,30.7,77,0,9.3
Da Nang,2023,8,21,29,82,2.3,4.6
Da Nang,2023,8,22,30,77,0,8.5
Da Nang,2023,8,23,30.2,76,0.2,8.5
Da Nang,2023,8,24,29.7,76,0.3,7.2
Da Nang,2023,8,25,30.8,74,1.8,10.3
Da Nang,2023,8,26,31.5,76,0,8.5
Da Nang,2023,8,27,32.2,68,0,11.2
Da Nang,2023,8,28,31.7,70,5.5,7.9
Da Nang,2023,8,29,29.6,82,5,2.7
Da Nang,2023,8,30,28.3,82,0,0.5
Da Nang,2023,8,31,28.1,78,10.3,1
Da Nang,2023,9,1,29.5,70,0,8.1
Da Nang,2023,9,2,30.2,65,0,8
Da Nang,2023,9,3,30.5,72,57.5,10.5
Da Nang,2023,9,4,28.4,84,0.2,6.8
Da Nang,2023,9,5,28.9,85,0,4.9
Da Nang,2023,9,6,28.1,86,0.1,0.4
Da Nang,2023,9,7,29.3,79,0,9.5
Da Nang,2023,9,8,29.6,82,0.9,7.8
Da Nang,2023,9,9,30.1,80,1.7,7
Da Nang,2023,9,10,28.9,84,48.8,6.2
Da Nang,2023,9,11,29.5,76,0,3.1
Da Nang,2023,9,12,30.4,74,0,5.1
Da Nang,2023,9,13,30.7,68,2,6.1
Da Nang,2023,9,14,28.7,86,4.1,1
Da Nang,2023,9,15,27.7,90,50.4,2.3
Da Nang,2023,9,16,28,88,0,3.8
Da Nang,2023,9,17,27.2,90,0,0
Da Nang,2023,9,18,28.3,87,0,6.2
Da Nang,2023,9,19,29.2,79,0,10
Da Nang,2023,9,20,29.9,76,0,10.4
Da Nang,2023,9,21,29.9,76,1.8,10.5
Da Nang,2023,9,22,29.5,80,1.4,7.9
Da Nang,2023,9,23,29,78,3,6.3
Da Nang,2023,9,24,26.2,91,41.4,1.1
Da Nang,2023,9,25,25.6,96,258.3,0
Da Nang,2023,9,26,28.3,88,0,7.2
Da Nang,2023,9,27,29.2,82,0,4.8
Da Nang,2023,9,28,28.2,85,0,1.3
Da Nang,2023,9,29,28.1,86,0,5.1
Da Nang,2023,9,30,29.1,82,0,10.2
Da Nang,2023,10,1,29,80,0.5,10.1
Da Nang,2023,10,2,28.3,83,3.4,5.1
Da Nang,2023,10,3,27.1,89,35.3,0
Da Nang,2023,10,4,28.2,86,3.7,7
Da Nang,2023,10,5,28.7,84,0,9.3
Da Nang,2023,10,6,28.9,83,0,6.8
Da Nang,2023,10,7,28,84,24.7,7.9
Da Nang,2023,10,8,27.5,87,22.2,4.2
Da Nang,2023,10,9,25.3,96,98.9,0
Da Nang,2023,10,10,26,92,3.2,0
Da Nang,2023,10,11,26.5,90,6.2,0
Da Nang,2023,10,12,25.2,98,49.7,0
Da Nang,2023,10,13,24.6,98,476.8,0
Da Nang,2023,10,14,24.4,98,367.6,0
Da Nang,2023,10,15,24.5,98,129.9,0
Da Nang,2023,10,16,24.2,98,104.4,0
Da Nang,2023,10,17,25.4,96,197,0
Da Nang,2023,10,18,25.2,97,21.1,0
Da Nang,2023,10,19,27.1,87,0,4.8
Da Nang,2023,10,20,27.8,82,0,9.3
Da Nang,2023,10,21,27,81,0.2,7.4
Da Nang,2023,10,22,27.1,78,4.9,10.4
Da Nang,2023,10,23,24.9,97,180.9,0
Da Nang,2023,10,24,26.2,92,49.4,4.9
Da Nang,2023,10,25,27,89,0,5.4
Da Nang,2023,10,26,27,86,0,7.2
Da Nang,2023,10,27,28,85,0,9.1
Da Nang,2023,10,28,28.1,84,0,9.8
Da Nang,2023,10,29,28.2,82,0,6.6
Da Nang,2023,10,30,25.2,95,77,0
Da Nang,2023,10,31,26.4,86,21.1,1.4
Da Nang,2023,11,1,26.7,86,12.5,1
Da Nang,2023,11,2,25.8,94,68.2,0.4
Da Nang,2023,11,3,26.9,86,7.2,4.1
Da Nang,2023,11,4,27.3,87,2.8,7.4
Da Nang,2023,11,5,27.5,87,0,7
Da Nang,2023,11,6,27.6,86,0,4.3
Da Nang,2023,11,7,25.3,96,241.3,0.2
Da Nang,2023,11,8,26.6,86,2.1,4.8
Da Nang,2023,11,9,27.4,86,9.4,7.3
Da Nang,2023,11,10,27.6,87,0.5,6.5
Da Nang,2023,11,11,27.9,84,0,9.1
Da Nang,2023,11,12,27.1,87,29.1,4.9
Da Nang,2023,11,13,27.2,88,25.8,0.2
Da Nang,2023,11,14,26.5,88,86.4,0
Da Nang,2023,11,15,27.8,84,17.7,7
Da Nang,2023,11,16,26.3,88,55.3,1.7
Da Nang,2023,11,17,22.6,84,20.3,0.2
Da Nang,2023,11,18,22,79,0,5
Da Nang,2023,11,19,23,74,0,0.5
Da Nang,2023,11,20,22.9,89,5.3,1
Da Nang,2023,11,21,23.7,84,0.2,5.7
Da Nang,2023,11,22,23.2,92,4.1,0.3
Da Nang,2023,11,23,25.3,86,6,6
Da Nang,2023,11,24,25.1,78,0,4.7
Da Nang,2023,11,25,23.4,90,142.2,0
Da Nang,2023,11,26,25.7,87,14.6,0
Da Nang,2023,11,27,24.9,77,0,9.3
Da Nang,2023,11,28,23.2,83,0,4
Da Nang,2023,11,29,24.7,88,14.1,0.3
Da Nang,2023,11,30,25.3,92,2.8,1.7
Da Nang,2023,12,1,27.3,86,2.3,5.5
Da Nang,2023,12,2,26.5,86,7.4,2.4
Da Nang,2023,12,3,26.7,83,2.8,3
Da Nang,2023,12,4,26.1,87,7.3,0.4
Da Nang,2023,12,5,26.5,82,0.5,8.2
Da Nang,2023,12,6,25.7,86,0,1.9
Da Nang,2023,12,7,23.2,91,30.5,0
Da Nang,2023,12,8,23.8,82,0,2.8
Da Nang,2023,12,9,24.1,86,0,3.6
Da Nang,2023,12,10,25.3,86,0,8
Da Nang,2023,12,11,26.3,86,0,5.7
Da Nang,2023,12,12,25.1,86,0,5.4
Da Nang,2023,12,13,25.7,84,0,4.4
Da Nang,2023,12,14,26.3,83,0,6.5
Da Nang,2023,12,15,26.6,84,0,6.5
Da Nang,2023,12,16,25.4,88,1.7,6.2
Da Nang,2023,12,17,25.4,89,15,3.3
Da Nang,2023,12,18,25.8,84,7.8,7.3
Da Nang,2023,12,19,24.9,83,3.9,3.9
Da Nang,2023,12,20,23.1,90,61.8,0
Da Nang,2023,12,21,19.5,98,62.6,0
Da Nang,2023,12,22,18.1,93,51.9,0
Da Nang,2023,12,23,18.3,89,8.3,0
Da Nang,2023,12,24,18.4,91,5.4,0
Da Nang,2023,12,25,19.6,81,0,0.3
Da Nang,2023,12,26,21.2,82,0.2,2.9
Da Nang,2023,12,27,21.7,88,4.3,0
Da Nang,2023,12,28,21.3,96,27.6,0
Da Nang,2023,12,29,22.4,94,17.8,0.2
Da Nang,2023,12,30,22.9,95,8.9,0
Da Nang,2023,12,31,23.4,95,1.7,0
Da Nang,2024,1,1,23.4,92,0.9,0.4
Da Nang,2024,1,2,22.9,95,13.5,0
Da Nang,2024,1,3,24.2,88,2.4,3.7
Da Nang,2024,1,4,24.1,80,0,5.7
Da Nang,2024,1,5,23.3,82,0,7.4
Da Nang,2024,1,6,24.1,84,0,1
Da Nang,2024,1,7,23.6,88,2.3,0.1
Da Nang,2024,1,8,23.9,86,1.1,5.3
Da Nang,2024,1,9,22.8,86,0,4.7
Da Nang,2024,1,10,23.4,89,2.2,1.1
Da Nang,2024,1,11,24.6,77,0.1,0.7
Da Nang,2024,1,12,24.6,77,1.6,7.3
Da Nang,2024,1,13,23.6,82,0.8,3.9
Da Nang,2024,1,14,23.8,82,6.1,8.4
Da Nang,2024,1,15,23.6,82,0.5,6.4
Da Nang,2024,1,16,24.6,73,0.1,7.2
Da Nang,2024,1,17,23.9,82,2.1,7.1
Da Nang,2024,1,18,24.1,82,0.5,6.4
Da Nang,2024,1,19,24,81,0,9.4
Da Nang,2024,1,20,23.4,81,0,9.1
Da Nang,2024,1,21,23.1,81,0,8.5
Da Nang,2024,1,22,23.6,82,0.6,2.5
Da Nang,2024,1,23,20.8,86,4.5,0
Da Nang,2024,1,24,20.1,84,2.5,0.4
Da Nang,2024,1,25,19.4,90,2,0
Da Nang,2024,1,26,20.1,84,0,0.3
Da Nang,2024,1,27,20.9,79,0,2.6
Da Nang,2024,1,28,21.5,78,0,2.9
Da Nang,2024,1,29,21.3,79,0,4.9
Da Nang,2024,1,30,22.4,82,0,7.7
Da Nang,2024,1,31,23.7,83,0,7.2
Da Nang,2024,2,1,24.6,86,0,7.2
Da Nang,2024,2,2,25,86,0,6.3
Da Nang,2024,2,3,25.2,84,0,6.5
Da Nang,2024,2,4,25,86,0,8.5
Da Nang,2024,2,5,25.3,89,0,6.8
Da Nang,2024,2,6,26.1,84,0,5
Da Nang,2024,2,7,25.9,86,0,0.4
Da Nang,2024,2,8,25.4,89,1.5,3.9
Da Nang,2024,2,9,23.7,73,0,0.4
Da Nang,2024,2,10,21.8,71,0,1.9
Da Nang,2024,2,11,20.9,71,0,0.4
Da Nang,2024,2,12,21.1,82,0,0.6
Da Nang,2024,2,13,22.2,80,0,7.8
Da Nang,2024,2,14,23.7,83,0,5.8
Da Nang,2024,2,15,23.6,90,0.3,0.2
Da Nang,2024,2,16,23.6,86,0,4.6
Da Nang,2024,2,17,24,83,0,7
Da Nang,2024,2,18,24.7,84,0,9.6
Da Nang,2024,2,19,24.9,89,0,7.5
Da Nang,2024,2,20,25.7,90,0,5.7
Da Nang,2024,2,21,26.1,88,0,7.2
Da Nang,2024,2,22,26.4,86,0,5.9
Da Nang,2024,2,23,25.8,90,0,1.8
Da Nang,2024,2,24,25.5,82,0,8.8
Da Nang,2024,2,25,24.4,82,0,7.1
Da Nang,2024,2,26,24.7,80,0,3.2
Da Nang,2024,2,27,23.8,92,7.5,0
Da Nang,2024,2,28,24,85,0,7.8
Da Nang,2024,2,29,24.4,84,0,9.8
Da Nang,2024,3,1,24.8,78,0,1.3
Da Nang,2024,3,2,22.7,72,0,0.1
Da Nang,2024,3,3,23.5,77,0,3
Da Nang,2024,3,4,25.2,84,0,9.4
Da Nang,2024,3,5,26.7,82,0,9.3
Da Nang,2024,3,6,27.6,82,0,8.8
Da Nang,2024,3,7,25.5,83,0,1.8
Da Nang,2024,3,8,25.1,80,0,5.1
Da Nang,2024,3,9,24.2,84,0,3.1
Da Nang,2024,3,10,25,82,0,5.5
Da Nang,2024,3,11,24.7,78,0,7.2
Da Nang,2024,3,12,23.6,75,0,8.4
Da Nang,2024,3,13,25.5,80,0,6.9
Da Nang,2024,3,14,26.7,81,0,3.5
Da Nang,2024,3,15,25.4,90,0,0
Da Nang,2024,3,16,25.6,86,0,3.7
Da Nang,2024,3,17,25.7,85,0,9.4
Da Nang,2024,3,18,26.4,85,0,5.7
Da Nang,2024,3,19,27,80,0.6,6.6
Da Nang,2024,3,20,24.6,77,0.5,3.2
Da Nang,2024,3,21,24.3,75,0,8.1
Da Nang,2024,3,22,25.3,84,0,9.5
Da Nang,2024,3,23,27,82,0,8.7
Da Nang,2024,3,24,26.9,84,0,7.6
Da Nang,2024,3,25,27.4,86,0,6.7
Da Nang,2024,3,26,27.4,83,0,8.8
Da Nang,2024,3,27,27.4,82,0,8.8
Da Nang,2024,3,28,27.6,82,0,5.6
Da Nang,2024,3,29,27.9,80,0,4.7
Da Nang,2024,3,30,27.8,81,0,6.1
Da Nang,2024,3,31,27.9,78,0,9
Da Nang,2024,4,1,28.6,80,0,9.5
Da Nang,2024,4,2,28.5,78,0,9.2
Da Nang,2024,4,3,28.8,82,0,9.3
Da Nang,2024,4,4,28.5,83,0,9.3
Da Nang,2024,4,5,27.6,84,0,8.5
Da Nang,2024,4,6,27.8,78,0,8.5
Da Nang,2024,4,7,27.5,84,0,6.4
Da Nang,2024,4,8,27.8,85,0,5.1
Da Nang,2024,4,9,28.4,79,0,3.4
Da Nang,2024,4,10,28.1,78,0,3.5
Da Nang,2024,4,11,28,77,0,9.6
Da Nang,2024,4,12,28.5,78,0,9.3
Da Nang,2024,4,13,28.7,80,0,9.3
Da Nang,2024,4,14,28,82,0,9.3
Da Nang,2024,4,15,28.3,81,0,8.4
Da Nang,2024,4,16,28.1,80,0,8.9
Da Nang,2024,4,17,28.4,79,0,6.7
Da Nang,2024,4,18,28,81,0,2.6
Da Nang,2024,4,19,28.5,81,0,7.6
Da Nang,2024,4,20,28.6,83,0,9
Da Nang,2024,4,21,29.4,79,0,7.6
Da Nang,2024,4,22,28.8,80,0,9.4
Da Nang,2024,4,23,29,80,0,7.6
Da Nang,2024,4,24,28.9,84,0,6
Da Nang,2024,4,25,29.2,84,0,7.8
Da Nang,2024,4,26,30.9,76,4.6,8.1
Da Nang,2024,4,27,32,70,0,9.7
Da Nang,2024,4,28,30.2,78,0,9.5
Da Nang,2024,4,29,31,74,0,9.3
Da Nang,2024,4,30,31,72,0,8.5
Da Nang,2024,5,1,32.1,70,0.2,9.1
Da Nang,2024,5,2,29.4,75,0,6.9
Da Nang,2024,5,3,28.3,81,0,1
Da Nang,2024,5,4,26.9,80,0,2.8
Da Nang,2024,5,5,28.2,82,0,5.8
Da Nang,2024,5,6,28.8,85,0,4.1
Da Nang,2024,5,7,29.3,80,0,8.5
Da Nang,2024,5,8,29,77,0,10.1
Da Nang,2024,5,9,28.8,76,0,10
Da Nang,2024,5,10,29.1,75,0,10.1
Da Nang,2024,5,11,29.5,74,0,7.6
Da Nang,2024,5,12,30,80,0,8.2
Da Nang,2024,5,13,30.2,76,0,6.1
Da Nang,2024,5,14,29.7,76,0,9
Da Nang,2024,5,15,30.1,72,0,10.4
Da Nang,2024,5,16,30.1,76,8,7.9
Da Nang,2024,5,17,28.7,88,160.7,3.4
Da Nang,2024,5,18,29.2,82,0,4.5
Da Nang,2024,5,19,30.6,73,0,8.5
Da Nang,2024,5,20,29.6,82,4.6,4.2
Da Nang,2024,5,21,28.7,85,12.5,4
Da Nang,2024,5,22,27.9,86,3.5,0.2
Da Nang,2024,5,23,28,86,17.1,4.3
Da Nang,2024,5,24,28.5,86,0,5.1
Da Nang,2024,5,25,29.2,84,0,9.1
Da Nang,2024,5,26,29.7,79,0,8.3
Da Nang,2024,5,27,31.8,73,0,11.5
Da Nang,2024,5,28,32.1,68,0,1.4
Da Nang,2024,5,29,32.9,68,0,3.2
Da Nang,2024,5,30,31.4,74,0,0.6
Da Nang,2024,5,31,29.2,86,5.6,0
Da Nang,2024,6,1,29.5,84,1.6,6.1
Da Nang,2024,6,2,30.8,78,0,9.9
Da Nang,2024,6,3,31.4,77,0,10.5
Da Nang,2024,6,4,32.2,71,0,10.1
Da Nang,2024,6,5,31.8,72,0,8.7
Da Nang,2024,6,6,31.6,70,0,9
Da Nang,2024,6,7,29.8,81,3.9,9
Da Nang,2024,6,8,29.3,80,0,8.9
Da Nang,2024,6,9,30.3,78,0.1,7.7
Da Nang,2024,6,10,29.8,80,5.2,8.3
Da Nang,2024,6,11,31.2,73,0,10.4
Da Nang,2024,6,12,32.1,72,0,11.6
Da Nang,2024,6,13,32.6,68,0,10.8
Da Nang,2024,6,14,32.5,69,0,11.4
Da Nang,2024,6,15,32,66,0,9.9
Da Nang,2024,6,16,31.3,67,0,11
Da Nang,2024,6,17,32,67,0,11.3
Da Nang,2024,6,18,31.8,68,1.3,7.8
Da Nang,2024,6,19,31,75,5.4,8.8
Da Nang,2024,6,20,30.8,75,0,10
Da Nang,2024,6,21,30.5,75,0,11.5
Da Nang,2024,6,22,31,75,0.9,9.9
Da Nang,2024,6,23,28.4,86,9.9,1
Da Nang,2024,6,24,29.7,78,0,2.8
Da Nang,2024,6,25,30.9,75,0,6.9
Da Nang,2024,6,26,29.2,84,1.6,3
Da Nang,2024,6,27,29,82,0,6.8
Da Nang,2024,6,28,29.7,78,0.5,10.9
Da Nang,2024,6,29,30.5,72,0,11.6
Da Nang,2024,6,30,31.9,68,0,10.3
Da Nang,2024,7,1,32.7,61,0,10.2
Da Nang,2024,7,2,31.3,70,0,11.3
Da Nang,2024,7,3,29.3,78,0,10
Da Nang,2024,7,4,28.7,81,0,7.2
Da Nang,2024,7,5,29.7,76,0,10.3
Da Nang,2024,7,6,29.5,77,0,11.5
Da Nang,2024,7,7,29.1,77,0,10.5
Da Nang,2024,7,8,29.7,79,0,9.7
Da Nang,2024,7,9,29.3,75,0,9
Da Nang,2024,7,10,30.1,70,0,9.9
Da Nang,2024,7,11,29.9,73,7.8,9.4
